postalcode;cnt;status;target;guid
446609;86;confirmed;;
446611;370;confirmed;;
446612;68;confirmed;;
446613;485;confirmed;;
446621;461;confirmed;;
446626;334;confirmed;;
446627;199;confirmed;;
446628;368;confirmed;;
446630;2274;confirmed;;
446632;436;confirmed;;
446633;434;confirmed;;
446634;585;confirmed;;
446635;538;confirmed;;
446636;262;confirmed;;
446637;346;confirmed;;
446638;517;confirmed;;
446639;296;confirmed;;
446640;1733;confirmed;;
446642;233;confirmed;;
446643;230;confirmed;;
446644;8;confirmed;;
446645;249;confirmed;;
446646;135;confirmed;;
446647;36;confirmed;;
446648;102;confirmed;;
446649;257;confirmed;;
446650;377;confirmed;;
446651;432;confirmed;;
446652;159;confirmed;;
446653;270;confirmed;;
446654;181;confirmed;;
446660;3180;confirmed;;
446661;599;confirmed;;
446663;486;confirmed;;
446666;307;confirmed;;
446667;218;confirmed;;
446670;461;confirmed;;
446671;199;confirmed;;
446672;158;confirmed;;
446673;412;confirmed;;
446674;259;confirmed;;
446675;228;confirmed;;
446676;378;confirmed;;
446677;202;confirmed;;
446679;138;confirmed;;
446680;279;confirmed;;
446681;365;confirmed;;
446682;138;confirmed;;
446683;2;exhausted;446683;2.0
446684;215;confirmed;;
446685;604;confirmed;;
446686;187;confirmed;;
446687;288;confirmed;;
446688;248;confirmed;;
446689;187;confirmed;;
446690;222;confirmed;;
446691;658;confirmed;;
446699;2;exhausted;446699;2.0
446700;510;confirmed;;
446702;339;confirmed;;
446710;394;confirmed;;
446712;392;confirmed;;
446720;1890;confirmed;;
446723;1259;confirmed;;
446724;211;confirmed;;
446725;526;confirmed;;
446727;690;confirmed;;
446728;510;confirmed;;
446729;265;confirmed;;
446730;1429;confirmed;;
446731;1;exhausted;446731;1.0
446732;441;confirmed;;
446733;1300;confirmed;;
446736;333;confirmed;;
446738;342;confirmed;;
446739;31;exhausted;446739;31.0
446740;1513;confirmed;;
446800;2494;confirmed;;
446802;405;confirmed;;
446803;172;confirmed;;
446804;197;confirmed;;
446805;161;confirmed;;
446806;299;confirmed;;
446807;198;confirmed;;
446808;205;confirmed;;
446809;311;confirmed;;
446810;546;confirmed;;
446811;391;confirmed;;
446812;1262;confirmed;;
446813;505;confirmed;;
446814;268;confirmed;;
446815;189;confirmed;;
446816;606;confirmed;;
446817;263;confirmed;;
446818;235;confirmed;;
446819;140;confirmed;;
446821;338;confirmed;;
446840;2158;confirmed;;
446842;302;confirmed;;
446843;231;confirmed;;
446844;275;confirmed;;
446845;160;confirmed;;
446846;123;confirmed;;
446848;274;confirmed;;
446849;220;confirmed;;
446850;332;confirmed;;
446851;454;confirmed;;
446852;212;confirmed;;
446853;768;confirmed;;
446854;69;confirmed;;
446855;257;confirmed;;
446857;115;confirmed;;
446858;486;confirmed;;
446859;365;confirmed;;
446860;182;confirmed;;
446861;228;confirmed;;
446870;1528;confirmed;;
446872;356;confirmed;;
446873;210;confirmed;;
446874;297;confirmed;;
446876;411;confirmed;;
446880;399;confirmed;;
446881;1;exhausted;446881;1.0
446884;283;confirmed;;
446885;266;confirmed;;
446886;156;confirmed;;
446901;431;confirmed;;
446910;2375;confirmed;;
446912;291;confirmed;;
446913;193;confirmed;;
446914;112;confirmed;;
446916;304;confirmed;;
446917;240;confirmed;;
446920;254;confirmed;;
446922;153;confirmed;;
446923;334;confirmed;;
446924;539;confirmed;;
446925;178;confirmed;;
446926;228;confirmed;;
446927;393;confirmed;;
446930;1;exhausted;446930;1.0
446931;296;confirmed;;
446932;332;confirmed;;
446933;140;confirmed;;
446934;161;confirmed;;
446935;220;confirmed;;
446936;103;confirmed;;
446937;140;confirmed;;
446940;372;confirmed;;
446941;237;confirmed;;
446942;363;confirmed;;
446943;149;confirmed;;
446950;552;confirmed;;
446951;361;confirmed;;
446952;495;confirmed;;
446953;1;exhausted;446953;1.0
446955;1;exhausted;446955;1.0
446956;177;confirmed;;
446960;2906;confirmed;;
446963;173;confirmed;;
446967;318;confirmed;;
446968;243;confirmed;;
446969;193;confirmed;;
446970;1649;confirmed;;
446972;458;confirmed;;
446973;669;confirmed;;
446975;348;confirmed;;
446977;1815;confirmed;;
446979;1;exhausted;446979;1.0
446981;687;confirmed;;
450000;5532;unconfirmed;;
450001;414;confirmed;;
450002;7;confirmed;;
450003;2106;confirmed;;
450004;1959;confirmed;;
450005;269;confirmed;;
450006;581;confirmed;;
450007;2166;confirmed;;
450008;102;confirmed;;
450010;162;confirmed;;
450014;2887;confirmed;;
450015;733;confirmed;;
450017;2783;confirmed;;
450018;2494;confirmed;;
450019;1900;confirmed;;
450022;264;confirmed;;
450024;347;confirmed;;
450026;49;confirmed;;
450027;353;confirmed;;
450028;401;confirmed;;
450029;95;confirmed;;
450030;855;confirmed;;
450032;388;confirmed;;
450033;3067;confirmed;;
450034;1;exhausted;450034;1.0
450037;174;confirmed;;
450038;231;confirmed;;
450039;233;confirmed;;
450040;5;confirmed;450040;5.0
450043;287;confirmed;;
450044;258;confirmed;;
450045;833;confirmed;;
450047;433;confirmed;;
450049;1;exhausted;450049;1.0
450050;295;confirmed;;
450051;1332;confirmed;;
450052;270;confirmed;;
450053;32;confirmed;;
450054;150;confirmed;;
450055;137;confirmed;;
450056;1120;confirmed;;
450057;456;confirmed;;
450058;39;confirmed;;
450059;358;confirmed;;
450061;216;confirmed;;
450064;353;confirmed;;
450065;901;confirmed;;
450066;22;exhausted;450066;22.0
450068;673;confirmed;;
450069;4071;confirmed;;
450071;535;confirmed;;
450073;110;confirmed;;
450074;1476;confirmed;;
450075;408;confirmed;;
450076;1422;confirmed;;
450077;640;confirmed;;
450078;797;confirmed;;
450079;2;confirmed;;
450080;735;confirmed;;
450081;185;confirmed;;
450083;130;confirmed;;
450091;122;confirmed;;
450092;256;confirmed;;
450093;210;confirmed;;
450095;4434;confirmed;;
450096;156;confirmed;;
450097;662;confirmed;;
450098;162;confirmed;;
450099;126;confirmed;;
450101;2;confirmed;;
450103;1180;confirmed;;
450104;641;confirmed;;
450105;1053;confirmed;;
450106;283;confirmed;;
450112;683;confirmed;;
450202;17;exhausted;450202;17.0
450468;3;exhausted;450468;3.0
450501;5530;confirmed;;
450502;2171;confirmed;;
450511;3948;confirmed;;
450512;2257;confirmed;;
450513;915;confirmed;;
450514;939;confirmed;;
450515;949;confirmed;;
450516;1681;confirmed;;
450517;871;confirmed;;
450519;1868;confirmed;;
450520;1558;confirmed;;
450521;3959;confirmed;;
450522;2884;confirmed;;
450531;1106;confirmed;;
450532;1286;confirmed;;
450533;3767;confirmed;;
450535;474;confirmed;;
450570;1962;confirmed;;
450571;3091;confirmed;;
450580;817;confirmed;;
450582;417;confirmed;;
450590;444;confirmed;;
450591;2913;confirmed;;
450606;1;exhausted;450606;1.0
450900;7611;confirmed;;
450901;274;confirmed;;
450902;3432;confirmed;;
450903;990;confirmed;;
451045;1;exhausted;451045;1.0
452000;6659;confirmed;;
452001;2143;confirmed;;
452002;551;confirmed;;
452004;580;confirmed;;
452005;2222;confirmed;;
452006;8;exhausted;452006;8.0
452008;794;confirmed;;
452009;19;exhausted;452009;19.0
452013;101;confirmed;;
452014;348;confirmed;;
452015;73;confirmed;;
452016;322;confirmed;;
452017;1867;confirmed;;
452018;996;confirmed;;
452020;1465;confirmed;;
452021;214;confirmed;;
452022;540;confirmed;;
452023;147;confirmed;;
452024;806;confirmed;;
452025;303;confirmed;;
452026;716;confirmed;;
452027;228;confirmed;;
452030;210;confirmed;;
452031;366;confirmed;;
452032;870;confirmed;;
452033;504;confirmed;;
452034;336;confirmed;;
452035;462;confirmed;;
452036;251;confirmed;;
452037;138;confirmed;;
452038;248;confirmed;;
452040;3519;confirmed;;
452042;556;confirmed;;
452043;14;confirmed;;
452044;640;confirmed;;
452045;548;confirmed;;
452046;15;exhausted;452046;15.0
452047;20;confirmed;;
452048;31;confirmed;;
452050;438;confirmed;;
452051;54;confirmed;;
452052;478;confirmed;;
452053;10;confirmed;;
452054;33;exhausted;452054;33.0
452055;638;confirmed;;
452056;396;confirmed;;
452057;647;confirmed;;
452058;479;confirmed;;
452059;657;confirmed;;
452065;177;confirmed;;
452071;467;confirmed;;
452072;363;confirmed;;
452073;21;exhausted;452073;21.0
452074;223;confirmed;;
452077;328;confirmed;;
452080;3218;confirmed;;
452082;566;confirmed;;
452083;411;confirmed;;
452084;448;confirmed;;
452085;367;confirmed;;
452086;608;confirmed;;
452087;604;confirmed;;
452088;297;confirmed;;
452089;426;confirmed;;
452090;282;confirmed;;
452091;628;confirmed;;
452092;476;confirmed;;
452093;344;confirmed;;
452094;436;confirmed;;
452095;481;confirmed;;
452096;294;confirmed;;
452097;352;confirmed;;
452098;437;confirmed;;
452099;235;confirmed;;
452100;999;confirmed;;
452102;543;confirmed;;
452103;352;confirmed;;
452104;449;confirmed;;
452105;235;confirmed;;
452106;441;confirmed;;
452107;322;confirmed;;
452111;145;confirmed;;
452112;352;confirmed;;
452113;539;confirmed;;
452114;375;confirmed;;
452115;451;confirmed;;
452116;489;confirmed;;
452117;362;confirmed;;
452118;264;confirmed;;
452119;329;confirmed;;
452120;3773;confirmed;;
452121;1240;confirmed;;
452122;880;confirmed;;
452123;1874;confirmed;;
452130;803;confirmed;;
452131;585;confirmed;;
452132;553;confirmed;;
452133;235;confirmed;;
452134;316;confirmed;;
452135;157;confirmed;;
452136;419;confirmed;;
452140;1396;confirmed;;
452141;661;confirmed;;
452142;3;exhausted;452142;3.0
452144;575;confirmed;;
452150;356;confirmed;;
452151;606;confirmed;;
452152;490;confirmed;;
452153;1102;confirmed;;
452154;2925;confirmed;;
452155;212;confirmed;;
452156;776;confirmed;;
452157;296;confirmed;;
452159;450;confirmed;;
452160;693;confirmed;;
452161;2165;confirmed;;
452162;660;confirmed;;
452163;508;confirmed;;
452164;858;confirmed;;
452165;607;confirmed;;
452166;478;confirmed;;
452167;110;confirmed;;
452168;2;confirmed;;
452170;2335;confirmed;;
452171;966;confirmed;;
452172;1340;confirmed;;
452173;323;confirmed;;
452174;705;confirmed;;
452175;808;confirmed;;
452181;828;confirmed;;
452182;334;confirmed;;
452183;446;confirmed;;
452185;432;confirmed;;
452186;247;confirmed;;
452187;279;confirmed;;
452188;256;confirmed;;
452189;212;confirmed;;
452190;2212;confirmed;;
452193;485;confirmed;;
452194;785;confirmed;;
452195;667;confirmed;;
452196;71;confirmed;;
452197;27;exhausted;452197;27.0
452198;183;confirmed;;
452200;3861;confirmed;;
452201;1413;confirmed;;
452203;360;confirmed;;
452204;234;confirmed;;
452205;327;confirmed;;
452206;632;confirmed;;
452207;620;confirmed;;
452208;610;confirmed;;
452209;536;confirmed;;
452211;365;confirmed;;
452212;503;confirmed;;
452213;281;confirmed;;
452215;418;confirmed;;
452218;799;confirmed;;
452219;428;confirmed;;
452221;451;confirmed;;
452222;487;confirmed;;
452224;11;exhausted;452224;11.0
452225;553;confirmed;;
452227;776;confirmed;;
452230;4935;confirmed;;
452231;481;confirmed;;
452234;195;confirmed;;
452235;651;confirmed;;
452236;562;confirmed;;
452238;395;confirmed;;
452240;683;confirmed;;
452241;466;confirmed;;
452242;489;confirmed;;
452243;505;confirmed;;
452244;525;confirmed;;
452245;782;confirmed;;
452246;711;confirmed;;
452247;813;confirmed;;
452248;312;confirmed;;
452251;2345;confirmed;;
452252;833;confirmed;;
452253;1235;confirmed;;
452260;5148;confirmed;;
452263;401;confirmed;;
452264;471;confirmed;;
452265;501;confirmed;;
452266;764;confirmed;;
452267;541;confirmed;;
452268;471;confirmed;;
452269;277;confirmed;;
452270;904;confirmed;;
452271;737;confirmed;;
452272;880;confirmed;;
452273;533;confirmed;;
452274;646;confirmed;;
452275;769;confirmed;;
452276;479;confirmed;;
452277;556;confirmed;;
452278;459;confirmed;;
452279;429;confirmed;;
452281;652;confirmed;;
452282;616;confirmed;;
452285;613;confirmed;;
452301;1190;confirmed;;
452302;332;confirmed;;
452303;1293;confirmed;;
452304;532;confirmed;;
452305;502;confirmed;;
452306;1014;confirmed;;
452307;615;confirmed;;
452308;2111;confirmed;;
452309;359;confirmed;;
452310;968;confirmed;;
452311;687;confirmed;;
452312;760;confirmed;;
452313;263;confirmed;;
452314;484;confirmed;;
452315;587;confirmed;;
452316;445;confirmed;;
452317;554;confirmed;;
452318;494;confirmed;;
452319;556;confirmed;;
452320;4858;confirmed;;
452323;212;confirmed;;
452328;317;confirmed;;
452331;615;confirmed;;
452332;244;confirmed;;
452340;2199;confirmed;;
452343;394;confirmed;;
452344;455;confirmed;;
452345;368;confirmed;;
452346;511;confirmed;;
452347;626;confirmed;;
452348;3;exhausted;452348;3.0
452349;385;confirmed;;
452350;684;confirmed;;
452351;681;confirmed;;
452352;586;confirmed;;
452353;593;confirmed;;
452354;286;confirmed;;
452355;325;confirmed;;
452356;4;exhausted;452356;4.0
452357;224;confirmed;;
452358;421;confirmed;;
452359;239;confirmed;;
452360;3957;confirmed;;
452363;468;confirmed;;
452364;508;confirmed;;
452365;1024;confirmed;;
452366;460;confirmed;;
452368;443;confirmed;;
452369;626;confirmed;;
452371;346;confirmed;;
452373;610;confirmed;;
452374;534;confirmed;;
452375;161;confirmed;;
452376;571;confirmed;;
452377;550;confirmed;;
452378;254;confirmed;;
452379;143;confirmed;;
452381;543;confirmed;;
452382;569;confirmed;;
452385;224;confirmed;;
452386;441;confirmed;;
452387;1;exhausted;452387;1.0
452388;236;confirmed;;
452393;459;confirmed;;
452394;411;confirmed;;
452400;1319;confirmed;;
452401;1046;confirmed;;
452402;1251;confirmed;;
452405;887;confirmed;;
452408;631;confirmed;;
452409;452;confirmed;;
452410;11314;confirmed;;
452411;1627;confirmed;;
452413;1479;confirmed;;
452414;897;confirmed;;
452415;1089;confirmed;;
452416;1009;confirmed;;
452417;818;confirmed;;
452418;3919;confirmed;;
452419;1221;confirmed;;
452420;927;confirmed;;
452421;1090;confirmed;;
452425;1240;confirmed;;
452426;405;confirmed;;
452427;503;confirmed;;
452429;2157;confirmed;;
452431;1884;confirmed;;
452432;1497;confirmed;;
452433;85;confirmed;;
452435;926;confirmed;;
452436;948;confirmed;;
452440;3152;confirmed;;
452443;1285;confirmed;;
452444;460;confirmed;;
452445;293;confirmed;;
452446;156;confirmed;;
452447;280;confirmed;;
452448;546;confirmed;;
452450;2352;confirmed;;
452451;2591;confirmed;;
452452;1331;confirmed;;
452453;1243;confirmed;;
452455;1589;confirmed;;
452461;489;confirmed;;
452462;897;confirmed;;
452463;221;confirmed;;
452464;878;confirmed;;
452465;59;exhausted;452465;59.0
452466;351;confirmed;;
452467;308;confirmed;;
452468;359;confirmed;;
452469;1474;confirmed;;
452470;315;confirmed;;
452471;413;confirmed;;
452472;469;confirmed;;
452473;637;confirmed;;
452474;519;confirmed;;
452475;887;confirmed;;
452476;482;confirmed;;
452477;520;confirmed;;
452478;23;exhausted;452478;23.0
452480;271;confirmed;;
452481;461;confirmed;;
452482;760;confirmed;;
452484;516;confirmed;;
452485;1239;confirmed;;
452486;414;confirmed;;
452487;452;confirmed;;
452490;3665;confirmed;;
452492;782;confirmed;;
452493;851;confirmed;;
452494;295;confirmed;;
452495;763;confirmed;;
452496;478;confirmed;;
452497;739;confirmed;;
452498;671;confirmed;;
452499;479;confirmed;;
452500;2897;confirmed;;
452502;722;confirmed;;
452503;415;confirmed;;
452505;433;confirmed;;
452506;362;confirmed;;
452507;509;confirmed;;
452508;459;confirmed;;
452509;308;confirmed;;
452510;601;confirmed;;
452511;333;confirmed;;
452515;235;confirmed;;
452521;389;confirmed;;
452522;157;confirmed;;
452525;225;confirmed;;
452530;4067;confirmed;;
452532;270;confirmed;;
452533;580;confirmed;;
452534;1393;confirmed;;
452535;427;confirmed;;
452537;225;confirmed;;
452538;172;confirmed;;
452539;568;confirmed;;
452540;431;confirmed;;
452541;409;confirmed;;
452542;729;confirmed;;
452543;347;confirmed;;
452544;436;confirmed;;
452546;280;confirmed;;
452548;142;confirmed;;
452550;2663;confirmed;;
452552;136;confirmed;;
452553;354;confirmed;;
452554;732;confirmed;;
452555;325;confirmed;;
452556;448;confirmed;;
452558;1083;confirmed;;
452560;491;confirmed;;
452561;419;confirmed;;
452562;257;confirmed;;
452563;593;confirmed;;
452564;689;confirmed;;
452565;649;confirmed;;
452566;411;confirmed;;
452567;380;confirmed;;
452570;792;confirmed;;
452571;155;confirmed;;
452572;208;confirmed;;
452580;2278;confirmed;;
452583;334;confirmed;;
452584;288;confirmed;;
452585;153;confirmed;;
452586;596;confirmed;;
452587;263;confirmed;;
452588;141;confirmed;;
452590;479;confirmed;;
452591;358;confirmed;;
452592;767;confirmed;;
452593;312;confirmed;;
452594;560;confirmed;;
452595;205;confirmed;;
452600;2233;unconfirmed;;
452601;780;confirmed;;
452602;184;confirmed;;
452603;576;confirmed;;
452605;1;exhausted;452605;1.0
452606;1199;confirmed;;
452607;4436;confirmed;;
452612;1373;confirmed;;
452613;3861;confirmed;;
452614;1010;confirmed;;
452615;3964;confirmed;;
452616;1360;confirmed;;
452630;2681;confirmed;;
452632;848;confirmed;;
452633;656;confirmed;;
452634;577;confirmed;;
452635;586;confirmed;;
452636;347;confirmed;;
452637;7;exhausted;452637;7.0
452638;721;confirmed;;
452639;43;confirmed;;
452641;635;confirmed;;
452642;770;confirmed;;
452643;566;confirmed;;
452644;724;confirmed;;
452645;446;confirmed;;
452646;13;confirmed;452646;13.0
452648;363;confirmed;;
452650;3633;confirmed;;
452651;725;confirmed;;
452654;1060;confirmed;;
452655;458;confirmed;;
452656;146;confirmed;;
452657;386;confirmed;;
452658;411;confirmed;;
452659;161;confirmed;;
452660;398;confirmed;;
452661;403;confirmed;;
452662;534;confirmed;;
452663;377;confirmed;;
452664;365;confirmed;;
452665;243;confirmed;;
452666;222;confirmed;;
452667;157;confirmed;;
452668;457;confirmed;;
452669;199;confirmed;;
452671;594;confirmed;;
452672;835;confirmed;;
452673;748;confirmed;;
452675;332;confirmed;;
452680;11085;confirmed;;
452681;3058;confirmed;;
452683;47;confirmed;;
452684;189;confirmed;;
452685;225;confirmed;;
452686;1174;confirmed;;
452687;773;confirmed;;
452688;170;confirmed;;
452689;250;confirmed;;
452695;1817;confirmed;;
452696;1531;confirmed;;
452697;926;confirmed;;
452701;423;confirmed;;
452702;293;confirmed;;
452703;559;confirmed;;
452710;3253;confirmed;;
452711;205;confirmed;;
452714;243;confirmed;;
452715;557;confirmed;;
452716;613;confirmed;;
452717;207;confirmed;;
452719;232;confirmed;;
452720;278;confirmed;;
452721;677;confirmed;;
452722;634;confirmed;;
452723;372;confirmed;;
452724;830;confirmed;;
452725;388;confirmed;;
452726;555;confirmed;;
452727;492;confirmed;;
452728;291;confirmed;;
452729;183;confirmed;;
452730;761;confirmed;;
452731;398;confirmed;;
452732;572;confirmed;;
452733;534;confirmed;;
452734;397;confirmed;;
452735;161;confirmed;;
452738;452;confirmed;;
452740;2958;confirmed;;
452742;386;confirmed;;
452743;322;confirmed;;
452744;1055;confirmed;;
452745;899;confirmed;;
452746;619;confirmed;;
452747;497;confirmed;;
452748;233;confirmed;;
452749;180;confirmed;;
452750;1218;confirmed;;
452751;2201;confirmed;;
452752;1403;confirmed;;
452753;1;exhausted;452753;1.0
452754;1215;confirmed;;
452755;2507;confirmed;;
452756;5479;confirmed;;
452757;781;confirmed;;
452765;2424;confirmed;;
452766;907;confirmed;;
452767;395;confirmed;;
452769;293;confirmed;;
452771;884;confirmed;;
452772;654;confirmed;;
452773;841;confirmed;;
452774;2461;confirmed;;
452775;966;confirmed;;
452776;838;confirmed;;
452778;685;confirmed;;
452779;693;confirmed;;
452780;1583;confirmed;;
452781;671;confirmed;;
452783;462;confirmed;;
452784;1231;confirmed;;
452785;652;confirmed;;
452786;984;confirmed;;
452787;475;confirmed;;
452788;202;confirmed;;
452789;445;confirmed;;
452790;795;confirmed;;
452791;368;confirmed;;
452793;862;confirmed;;
452794;46;confirmed;;
452796;10;confirmed;;
452797;227;confirmed;;
452800;7916;confirmed;;
452806;654;confirmed;;
452807;262;confirmed;;
452808;329;confirmed;;
452810;922;confirmed;;
452812;589;confirmed;;
452813;318;confirmed;;
452814;1252;confirmed;;
452815;543;confirmed;;
452816;362;confirmed;;
452817;333;confirmed;;
452818;378;confirmed;;
452820;637;confirmed;;
452821;241;confirmed;;
452822;497;confirmed;;
452823;570;confirmed;;
452824;472;confirmed;;
452825;1044;confirmed;;
452826;750;confirmed;;
452827;498;confirmed;;
452830;2606;confirmed;;
452832;928;confirmed;;
452833;589;confirmed;;
452834;595;confirmed;;
452835;347;confirmed;;
452836;251;confirmed;;
452837;435;confirmed;;
452838;558;confirmed;;
452839;557;confirmed;;
452840;358;confirmed;;
452841;617;confirmed;;
452842;1122;confirmed;;
452843;1015;confirmed;;
452844;500;confirmed;;
452845;528;confirmed;;
452848;522;confirmed;;
452852;2093;confirmed;;
452853;615;confirmed;;
452855;467;confirmed;;
452857;443;confirmed;;
452860;1825;confirmed;;
452864;163;confirmed;;
452865;605;confirmed;;
452866;323;confirmed;;
452868;758;confirmed;;
452869;297;confirmed;;
452870;636;confirmed;;
452871;427;confirmed;;
452872;544;confirmed;;
452876;579;confirmed;;
452877;227;confirmed;;
452878;377;confirmed;;
452880;3563;confirmed;;
452882;304;confirmed;;
452883;390;confirmed;;
452884;197;confirmed;;
452885;364;confirmed;;
452886;342;confirmed;;
452887;577;confirmed;;
452888;196;confirmed;;
452889;241;confirmed;;
452890;535;confirmed;;
452891;906;confirmed;;
452892;789;confirmed;;
452893;272;confirmed;;
452894;5;confirmed;;
452895;290;confirmed;;
452896;211;confirmed;;
452897;164;confirmed;;
452899;229;confirmed;;
452900;31;exhausted;452900;31.0
452920;2269;confirmed;;
452925;999;confirmed;;
452926;753;confirmed;;
452930;3028;confirmed;;
452933;410;confirmed;;
452934;751;confirmed;;
452935;1008;confirmed;;
452940;1061;confirmed;;
452941;1195;confirmed;;
452942;717;confirmed;;
452943;958;confirmed;;
452945;703;confirmed;;
452946;1540;confirmed;;
452947;1184;confirmed;;
452948;512;confirmed;;
452949;371;confirmed;;
452952;57;exhausted;452952;57.0
452955;481;confirmed;;
452956;457;confirmed;;
452960;4320;confirmed;;
452963;209;confirmed;;
452964;353;confirmed;;
452965;538;confirmed;;
452966;349;confirmed;;
452967;675;confirmed;;
452968;781;confirmed;;
452969;147;confirmed;;
452970;829;confirmed;;
452971;507;confirmed;;
452972;687;confirmed;;
452973;444;confirmed;;
452974;560;confirmed;;
452975;698;confirmed;;
452976;361;confirmed;;
452977;293;confirmed;;
452980;3783;confirmed;;
452982;597;confirmed;;
452983;456;confirmed;;
452984;676;confirmed;;
452985;563;confirmed;;
452986;492;confirmed;;
452987;389;confirmed;;
452988;393;confirmed;;
452989;502;confirmed;;
452990;528;confirmed;;
452991;594;confirmed;;
452992;276;confirmed;;
452993;370;confirmed;;
452994;615;confirmed;;
452995;437;confirmed;;
452996;557;confirmed;;
453001;357;confirmed;;
453002;1058;confirmed;;
453003;1150;confirmed;;
453004;747;confirmed;;
453005;1754;confirmed;;
453006;669;confirmed;;
453007;5;confirmed;;
453010;1685;confirmed;;
453011;566;confirmed;;
453012;2104;confirmed;;
453013;914;confirmed;;
453014;395;confirmed;;
453015;1150;confirmed;;
453016;1;exhausted;453016;1.0
453018;438;confirmed;;
453019;1429;confirmed;;
453020;4145;confirmed;;
453022;319;confirmed;;
453023;793;confirmed;;
453024;862;confirmed;;
453025;1186;confirmed;;
453026;457;confirmed;;
453027;458;confirmed;;
453028;1909;confirmed;;
453029;800;confirmed;;
453030;3253;confirmed;;
453032;925;confirmed;;
453033;1071;confirmed;;
453034;599;confirmed;;
453036;888;confirmed;;
453037;697;confirmed;;
453038;132;confirmed;;
453039;547;confirmed;;
453040;511;confirmed;;
453041;337;confirmed;;
453045;697;confirmed;;
453047;290;confirmed;;
453049;768;confirmed;;
453050;2769;confirmed;;
453051;2749;confirmed;;
453053;617;confirmed;;
453055;1118;confirmed;;
453056;208;confirmed;;
453057;515;confirmed;;
453060;913;confirmed;;
453061;611;confirmed;;
453062;435;confirmed;;
453063;621;confirmed;;
453064;905;confirmed;;
453065;118;confirmed;;
453066;1;exhausted;453066;1.0
453067;463;confirmed;;
453070;1639;confirmed;;
453071;753;confirmed;;
453072;228;confirmed;;
453073;587;confirmed;;
453074;488;confirmed;;
453075;278;confirmed;;
453076;263;confirmed;;
453078;269;confirmed;;
453079;330;confirmed;;
453100;2194;confirmed;;
453101;4;exhausted;453101;4.0
453102;1476;confirmed;;
453103;1574;confirmed;;
453104;1416;confirmed;;
453105;930;confirmed;;
453106;867;confirmed;;
453107;173;confirmed;;
453108;7;exhausted;453108;7.0
453109;15;confirmed;;
453110;1098;confirmed;;
453112;16;confirmed;;
453114;1896;confirmed;;
453115;1694;confirmed;;
453116;13;exhausted;453116;13.0
453118;948;confirmed;;
453119;148;confirmed;;
453120;849;confirmed;;
453121;7;exhausted;453121;7.0
453122;59;exhausted;453122;59.0
453124;55;exhausted;453124;55.0
453126;1675;confirmed;;
453128;4;exhausted;453128;4.0
453129;24;exhausted;453129;24.0
453130;3992;confirmed;;
453136;386;confirmed;;
453137;486;confirmed;;
453138;362;confirmed;;
453140;3595;confirmed;;
453141;532;confirmed;;
453142;492;confirmed;;
453143;242;confirmed;;
453144;389;confirmed;;
453145;273;confirmed;;
453146;342;confirmed;;
453147;481;confirmed;;
453148;379;confirmed;;
453149;634;confirmed;;
453150;261;confirmed;;
453151;229;confirmed;;
453152;835;confirmed;;
453153;826;confirmed;;
453154;336;confirmed;;
453155;310;confirmed;;
453156;662;confirmed;;
453160;580;confirmed;;
453161;711;confirmed;;
453162;742;confirmed;;
453163;480;confirmed;;
453164;337;confirmed;;
453165;254;confirmed;;
453166;409;confirmed;;
453167;1161;confirmed;;
453171;441;confirmed;;
453172;451;confirmed;;
453180;2842;confirmed;;
453183;393;confirmed;;
453184;469;confirmed;;
453185;347;confirmed;;
453186;315;confirmed;;
453187;402;confirmed;;
453188;254;confirmed;;
453189;230;confirmed;;
453190;401;confirmed;;
453191;439;confirmed;;
453192;605;confirmed;;
453193;590;confirmed;;
453194;336;confirmed;;
453195;280;confirmed;;
453196;525;confirmed;;
453200;341;confirmed;;
453201;1071;confirmed;;
453203;1032;confirmed;;
453204;565;confirmed;;
453205;870;confirmed;;
453208;771;confirmed;;
453209;485;confirmed;;
453211;839;confirmed;;
453213;324;confirmed;;
453214;1148;confirmed;;
453215;622;confirmed;;
453220;677;confirmed;;
453222;528;confirmed;;
453223;943;confirmed;;
453224;981;confirmed;;
453225;536;confirmed;;
453226;1042;confirmed;;
453227;2;exhausted;453227;2.0
453228;688;confirmed;;
453230;1536;confirmed;;
453231;568;confirmed;;
453232;1050;confirmed;;
453233;596;confirmed;;
453234;444;confirmed;;
453235;880;confirmed;;
453236;923;confirmed;;
453237;688;confirmed;;
453238;757;confirmed;;
453239;531;confirmed;;
453250;5163;confirmed;;
453251;93;confirmed;;
453252;1562;confirmed;;
453253;55;confirmed;;
453256;245;confirmed;;
453259;7020;confirmed;;
453260;265;confirmed;;
453261;1102;confirmed;;
453265;1190;confirmed;;
453266;112;confirmed;;
453280;1937;confirmed;;
453282;365;confirmed;;
453283;423;confirmed;;
453284;319;confirmed;;
453285;227;confirmed;;
453287;205;confirmed;;
453288;422;confirmed;;
453289;247;confirmed;;
453290;365;confirmed;;
453291;384;confirmed;;
453292;192;confirmed;;
453293;296;confirmed;;
453294;285;confirmed;;
453295;699;confirmed;;
453296;527;confirmed;;
453297;212;confirmed;;
453298;163;confirmed;;
453300;693;confirmed;;
453301;137;confirmed;;
453302;1126;confirmed;;
453303;281;confirmed;;
453304;1306;confirmed;;
453305;9;confirmed;;
453306;769;confirmed;;
453307;1650;confirmed;;
453308;15;confirmed;;
453309;10;confirmed;;
