target;address;response;status
346283;обл Ростовская, р-н Шолоховский, х Моховской, ул Центральная, дом 15б;346282;declined
346287;no such P.O.;;declined
346288;обл Ростовская, р-н Шолоховский, ст-ца Вешенская, ул Ленина, дом 81;346270;declined
346289;обл Ростовская, р-н Шолоховский, ст-ца Вешенская, ул Ленина, дом 81;346270;declined
346367;обл Ростовская, р-н Красносулинский, г Красный Сулин, ул Ворошилова, дом 15;346350;declined
346368;обл Ростовская, р-н Красносулинский, г Красный Сулин, ул Ворошилова, дом 15;346350;declined
346369;обл Ростовская, р-н Красносулинский, г Красный Сулин, ул Ворошилова, дом 15;346350;declined
346370;no such P.O.;;declined
346416;обл Ростовская, г Новочеркасск, ул Котовского, дом 23;346431;declined
346418;обл Ростовская, г Новочеркасск, пр-кт Платовский, дом 102/18;346400;declined
346430;обл Ростовская, г Новочеркасск, ул Мацоты С.В., дом 36;346404;declined
346432;обл Ростовская, г Новочеркасск, ул Вокзальная, дом 10а;346429;declined
346437;no such P.O.;;declined
346438;обл Ростовская, г Новочеркасск, пр-кт Платовский, дом 102/18;346400;declined
346457;no such P.O.;;declined
346469;обл Ростовская, р-н Октябрьский, рп Каменоломни, ул Калинина, дом 10;346480;declined
346495;обл Ростовская, р-н Октябрьский, сл Красюковская, ул Советская, дом 14;346492;declined
346507;обл Ростовская, г Шахты, ул Каляева, дом 86;346500;declined
346514;обл Ростовская, г Шахты, ул Хабарова, дом 30;346503;declined
346531;обл Ростовская, г Шахты, пр-кт Карла Маркса, дом 128;346504;declined
346690;обл Ростовская, р-н Мартыновский, п Абрикосовый, ул Школьная, дом 3а;346686;declined
346737;no such P.O.;;declined
346738;обл Ростовская, р-н Аксайский, г Аксай, пр-кт Ленина, дом 30;346720;declined
346739;обл Ростовская, р-н Аксайский, г Аксай, пр-кт Ленина, дом 30;346720;declined
346797;no such P.O.;;declined
346798;обл Ростовская, г Азов, б-р Петровский, дом 22;346780;declined
346799;обл Ростовская, г Азов, б-р Петровский, дом 22;346780;declined
346867;no such P.O.;;declined
346878;обл Ростовская, р-н Неклиновский, с Покровское, пер Парковый, дом 2;346830;declined
346879;обл Ростовская, р-н Неклиновский, с Покровское, пер Парковый, дом 2;346830;declined
346927;no such P.O.;;declined
346938;обл Ростовская, г Новошахтинск, ул Харьковская, дом 56;346900;declined
346939;обл Ростовская, г Новошахтинск, ул Харьковская, дом 56;346900;declined
346992;обл Ростовская, г Новочеркасск, пр-кт Платовский, дом 102/18;346400;declined
346993;обл Ростовская, г Шахты, ул Парковая, дом 13;346503;declined
346994;обл Ростовская, р-н Миллеровский, г Миллерово, ул Ленина, дом 9;346130;declined
346997;обл Ростовская, р-н Аксайский, г Аксай, ул Гулаева, дом 95;346721;declined
347047;no such P.O.;;declined
347048;обл Ростовская, р-н Белокалитвинский, г Белая Калитва, ул Петрова, дом 37;347040;declined
347049;обл Ростовская, р-н Белокалитвинский, г Белая Калитва, ул Петрова, дом 37;347040;declined
347219;обл Ростовская, р-н Морозовский, г Морозовск, ул Ленина, дом 159;347210;declined
347237;no such P.O.;;declined
347238;обл Ростовская, р-н Морозовский, г Морозовск, ул Ленина, дом 159;347210;declined
347239;обл Ростовская, р-н Морозовский, г Морозовск, ул Ленина, дом 159;347210;declined
347287;no such P.O.;;declined
347288;обл Ростовская, р-н Константиновский, г Константиновск, ул Ленина, дом 46;347250;declined
347289;обл Ростовская, р-н Константиновский, г Константиновск, ул Ленина, дом 46;347250;declined
347388;обл Ростовская, г Волгодонск, ш Жуковское;347360;declined
347397;no such P.O.;;declined
347398;обл Ростовская, г Волгодонск, ул Ленина, дом 60;347360;declined
347399;обл Ростовская, г Волгодонск, ул Ленина, дом 60;347360;declined
347477;no such P.O.;;declined
347478;обл Ростовская, р-н Зимовниковский, п Зимовники, ул Круглякова, дом 117;347460;declined
347479;обл Ростовская, р-н Зимовниковский, п Зимовники, ул Круглякова, дом 117;347460;declined
347519;обл Ростовская, р-н Орловский, п Орловский, пер Чапаевский, дом 85;347510;declined
347649;обл Ростовская, р-н Сальский, г Сальск, ул Ленина, дом 3;347630;declined
347657;no such P.O.;;declined
347658;обл Ростовская, р-н Сальский, г Сальск, ул Ленина, дом 3;347630;declined
347659;обл Ростовская, р-н Сальский, г Сальск, ул Ленина, дом 3;347630;declined
347747;no such P.O.;;declined
347748;обл Ростовская, р-н Зерноградский, г Зерноград, ул им Ленина, дом 34;347740;declined
347749;обл Ростовская, р-н Зерноградский, г Зерноград, ул им Ленина, дом 34;347740;declined
347817;no such P.O.;;declined
347818;обл Ростовская, г Каменск-Шахтинский, ул Ворошилова, дом 128;347800;declined
347819;обл Ростовская, г Каменск-Шахтинский, ул Ворошилова, дом 128;347800;declined
347870;обл Ростовская, г Гуково, ул Карла Маркса, дом 92;347871;declined
347928;обл Ростовская, г Таганрог, ул Москатова, дом 4;347924;declined
347947;no such P.O.;;declined
347948;обл Ростовская, г Таганрог, пер Мечниковский, дом 10;347900;declined
347990;обл Ростовская, г Таганрог, ул Москатова, дом 4;347924;declined
347991;обл Ростовская, г Волгодонск, пр-кт Курчатова, дом 8;347380;declined
347995;обл Ростовская, г Каменск-Шахтинский, ул Нефтяников, дом 28А;347812;declined
347996;обл Ростовская, р-н Сальский, г Сальск, ул Ленина, дом 3;347630;declined
350014;край Краснодарский, г Краснодар, ул Красная, дом 35;350000;declined
350022;край Краснодарский, г Краснодар, ул им. Лизы Чайкиной, дом 2;350018;declined
350700;край Краснодарский, г Краснодар, ул Карасунская, дом 68;350000;declined
350701;no such P.O.;;declined
350710;край Краснодарский, г Краснодар, ул Уральская, дом 186;350088;declined
350880;край Краснодарский, г Краснодар, ул Уральская, дом 156;350080;declined
350890;край Краснодарский, г Краснодар, пл Привокзальная, дом 1;350033;declined
350898;край Краснодарский, г Краснодар, ул Карасунская, дом 68;350000;declined
350899;край Краснодарский, г Краснодар, ул Карасунская, дом 68;350000;declined
350931;no such P.O.;;declined
350960;край Краснодарский, г Краснодар, пл Привокзальная, дом 1;350033;declined
350961;край Краснодарский, г Краснодар, пл Привокзальная, дом 1;350033;declined
350963;край Краснодарский, г Краснодар, ул Уральская, дом 156;350080;declined
350964;край Краснодарский, г Краснодар, пл Привокзальная, дом 1;350033;declined
350965;край Краснодарский, г Краснодар, тер Пашковский жилой массив, ул им. Евдокии Бершанской, дом 355;350911;declined
350968;no such P.O.;;declined
350991;no such P.O.;;declined
350992;no such P.O.;;declined
350993;no such P.O.;;declined
350994;no such P.O.;;declined
350995;no such P.O.;;declined
350996;no such P.O.;;declined
350997;no such P.O.;;declined
350998;no such P.O.;;declined
350999;край Краснодарский, г Краснодар, ул Карасунская, дом 68;350000;declined
352037;край Краснодарский, р-н Кущевский, ст-ца Кущевская, ул Привокзальная, дом 9;352030;declined
352047;no such P.O.;;declined
352048;край Краснодарский, р-н Павловский, ст-ца Павловская, ул Горького, дом 294;352040;declined
352049;край Краснодарский, р-н Павловский, ст-ца Павловская, ул Горького, дом 294;352040;declined
352127;край Краснодарский, р-н Тихорецкий, г Тихорецк, ул Красноармейская, дом 67;352127;confirmed
352137;no such P.O.;;declined
352138;край Краснодарский, р-н Тихорецкий, г Тихорецк, ул Октябрьская, дом 24А;352120;declined
352139;край Краснодарский, р-н Тихорецкий, г Тихорецк, ул Октябрьская, дом 24А;352120;declined
352256;край Краснодарский, р-н Отрадненский, х Чайкин, ул Советская, дом 54;352289;declined
352273;край Краснодарский, р-н Отрадненский, х Зеленчук Мостовой, пер Школьный, дом 2;352289;declined
352280;край Краснодарский, р-н Отрадненский, п Отрадо-Тенгинский, ул Буденного, дом 72;352289;declined
352285;край Краснодарский, р-н Отрадненский, х Отрадо-Солдатский, ул Первомайская, дом 51;352289;declined
352287;край Краснодарский, р-н Отрадненский, ст-ца Спокойная Синюха, ул Казачья, дом 4;352289;declined
352329;no such P.O.;;declined
352336;край Краснодарский, р-н Усть-Лабинский, г Усть-Лабинск, ул Гагарина, дом 133;352330;declined
352338;край Краснодарский, р-н Усть-Лабинский, г Усть-Лабинск, ул Советская, дом 53;352330;declined
352349;край Краснодарский, р-н Усть-Лабинский, г Усть-Лабинск, ул Советская, дом 53;352330;declined
352383;край Краснодарский, р-н Кавказский, г Кропоткин, ул Железнодорожная, дом 7/1А;352380;declined
352385;край Краснодарский, р-н Кавказский, г Кропоткин, ул Базарная, дом 9;352380;declined
352397;no such P.O.;;declined
352398;край Краснодарский, р-н Кавказский, г Кропоткин, ул Красная, дом 102;352380;declined
352399;край Краснодарский, р-н Кавказский, г Кропоткин, ул Красная, дом 102;352380;declined
352460;край Краснодарский, р-н Успенский, х Серединский, ул Верхняя, дом 4;352461;declined
352468;край Краснодарский, р-н Успенский, х Подковский, ул Кирова, дом 12;352473;declined
352521;край Краснодарский, р-н Лабинский, ст-ца Ереминская, ул Ленина, дом 18а;352520;declined
352572;край Краснодарский, р-н Мостовский, пгт Мостовской, ул Кооперативная, дом 18;352570;declined
352647;no such P.O.;;declined
352648;край Краснодарский, р-н Белореченский, г Белореченск, ул Ленина, дом 76;352630;declined
352649;край Краснодарский, р-н Белореченский, г Белореченск, ул Ленина, дом 76;352630;declined
352739;no such P.O.;;declined
352746;край Краснодарский, р-н Тимашевский, г Тимашевск, ул Ленина, дом 89;352708;declined
352748;край Краснодарский, р-н Тимашевский, г Тимашевск, ул Ленина, дом 89;352708;declined
352749;край Краснодарский, р-н Тимашевский, г Тимашевск, ул Ленина, дом 89;352708;declined
352771;край Краснодарский, р-н Брюховецкий, с Большой Бейсуг, ул Матросова, дом 1;352770;declined
352837;no such P.O.;;declined
352858;край Краснодарский, р-н Туапсинский, г Туапсе, ул К. Маркса, дом 9;352800;declined
352859;край Краснодарский, р-н Туапсинский, г Туапсе, ул К. Маркса, дом 9;352800;declined
352918;край Краснодарский, г Армавир, ул Мира, дом 24а;352900;declined
352937;no such P.O.;;declined
352948;край Краснодарский, г Армавир, ул Мира, дом 24а;352900;declined
352949;край Краснодарский, г Армавир, ул Мира, дом 24а;352900;declined
352990;край Краснодарский, г Армавир, ул Мира, дом 24а;352900;declined
352991;край Краснодарский, р-н Тимашевский, г Тимашевск, мкр Садовод, ул 70 лет Октября, дом 6;352705;declined
352992;край Краснодарский, р-н Туапсинский, г Туапсе, ул К. Маркса, дом 9;352800;declined
352993;край Краснодарский, р-н Тихорецкий, г Тихорецк, ул Переселенческая, дом 2;352120;declined
353051;край Краснодарский, р-н Белоглинский, с Новопавловка, ул Красноармейская;353050;declined
353090;край Краснодарский, г Новороссийск, ул Жуковского, дом 10;353906;declined
353091;край Краснодарский, р-н Славянский, г Славянск-на-Кубани, ул Красная, дом 35;353560;declined
353092;край Краснодарский, р-н Ейский, г Ейск, ул Свердлова, дом 100;353680;declined
353108;край Краснодарский, р-н Выселковский, ст-ца Выселки, ул Ленина, дом 72;353100;declined
353200;край Краснодарский, р-н Динской, ст-ца Динская, ул Красная, дом 47;353204;declined
353227;no such P.O.;;declined
353228;край Краснодарский, р-н Динской, ст-ца Динская, ул Красная, дом 47;353204;declined
353241;край Краснодарский, р-н Северский, ст-ца Северская, ул Петровского, дом 12а;353240;declined
353291;край Краснодарский, г Горячий Ключ, ул Ярославского, дом 102;353290;declined
353294;край Краснодарский, г Горячий Ключ, ул Черняховского, дом 58;353290;declined
353297;no such P.O.;;declined
353298;край Краснодарский, г Горячий Ключ, ул Ленина;353292;declined
353299;край Краснодарский, г Горячий Ключ, ул Ленина;353292;declined
353308;край Краснодарский, р-н Абинский, г Абинск, ул Советов, дом 148;353320;declined
353319;no such P.O.;;declined
353329;край Краснодарский, р-н Абинский, г Абинск, ул Советов, дом 148;353320;declined
353408;край Краснодарский, р-н Анапский, с Сукко, ул Советская, дом 101;353407;declined
353438;no such P.O.;;declined
353441;край Краснодарский, р-н Анапский, г Анапа, ул Первомайская, дом 39;353440;declined
353458;край Краснодарский, р-н Анапский, г Анапа, ул Краснодарская, дом 21;353451;declined
353479;край Краснодарский, г Геленджик, с Кабардинка, ул Мира;353480;declined
353487;край Краснодарский, г Геленджик, с Архипо-Осиповка;353485;declined
353504;край Краснодарский, р-н Темрюкский, г Темрюк, ул Ленина, дом 14;353500;declined
353557;no such P.O.;;declined
353558;край Краснодарский, р-н Темрюкский, г Темрюк, ул Ленина, дом 68;353500;declined
353559;край Краснодарский, р-н Темрюкский, г Темрюк, ул Ленина, дом 68;353500;declined
353624;край Краснодарский, р-н Щербиновский, ст-ца Старощербиновская, ул Медицинская, дом 40;353620;declined
353628;край Краснодарский, р-н Щербиновский, ст-ца Старощербиновская, ул Советов, дом 62;353620;declined
353629;no such P.O.;;declined
353697;no such P.O.;;declined
353698;край Краснодарский, р-н Ейский, г Ейск, ул Свердлова, дом 100;353680;declined
353699;край Краснодарский, р-н Ейский, г Ейск, ул Свердлова, дом 100;353680;declined
353737;no such P.O.;;declined
353738;край Краснодарский, р-н Каневской, ст-ца Каневская, ул Нестеренко, дом 96;353730;declined
353739;край Краснодарский, р-н Каневской, ст-ца Каневская, ул Нестеренко, дом 96;353730;declined
353876;край Краснодарский, р-н Приморско-Ахтарский, ст-ца Бриньковская, ул Бахчиванджи, дом 37;353875;declined
353918;край Краснодарский, г Новороссийск, ул Козлова, дом 6А;353907;declined
353986;край Краснодарский, г Новороссийск, ул Жуковского, дом 10;353906;declined
353987;no such P.O.;;declined
353988;край Краснодарский, г Новороссийск, ул Жуковского, дом 10;353906;declined
353999;край Краснодарский, г Новороссийск, ул Советов, дом 36;353900;declined
354009;край Краснодарский, г Сочи, р-н Центральный, ул Войкова, дом 1;354000;declined
354010;край Краснодарский, г Сочи, р-н Центральный, ул Виноградная;354008;declined
354013;край Краснодарский, г Сочи, р-н Центральный, ул Политехническая, дом 22;354008;declined
354014;край Краснодарский, г Сочи, р-н Центральный, ул Санаторная, дом 49;354008;declined
354018;край Краснодарский, г Сочи, р-н Хостинский, ул Учительская, дом 24;354002;declined
354019;край Краснодарский, г Сочи, р-н Хостинский, пр-кт Курортный, дом 87;354002;declined
354022;край Краснодарский, г Сочи, р-н Хостинский, пр-кт Курортный, дом 98/16;354024;declined
354025;край Краснодарский, г Сочи, р-н Центральный, ул Виноградная, дом 51;354008;declined
354030;край Краснодарский, г Сочи, р-н Центральный, ул Горького, дом 56Б;354000;declined
354031;край Краснодарский, г Сочи, р-н Центральный, ул Виноградная, дом 27;354008;declined
354033;край Краснодарский, г Сочи, р-н Хостинский, ул Сухумское шоссе, дом 33;354066;declined
354036;край Краснодарский, г Сочи, р-н Центральный, ул Воровского, дом 1/2;354000;declined
354059;край Краснодарский, г Сочи, р-н Центральный, ул Первомайская, дом 31А;354000;declined
354061;край Краснодарский, г Сочи, р-н Центральный, ул Советская, дом 26;354000;declined
354067;край Краснодарский, г Сочи, р-н Хостинский, ул 50 лет СССР, дом 14;354037;declined
354084;край Краснодарский, г Сочи, р-н Центральный, ул Чебрикова, дом 48;354057;declined
354090;край Краснодарский, г Сочи, р-н Центральный, ул Гагарина;354065;declined
354091;край Краснодарский, г Сочи, р-н Адлерский, ул Ленина, дом 2;354340;declined
354096;край Краснодарский, г Сочи, р-н Центральный, ул Горького;354000;declined
354097;no such P.O.;;declined
354098;край Краснодарский, г Сочи, р-н Центральный, ул Воровского, дом 1/2;354000;declined
354099;край Краснодарский, г Сочи, р-н Центральный, ул Воровского, дом 1/2;354000;declined
354206;край Краснодарский, г Сочи, р-н Лазаревский;354054;declined
354210;край Краснодарский, г Сочи, р-н Лазаревский, ул Батумское шоссе, дом 67;354207;declined
354214;край Краснодарский, г Сочи, р-н Лазаревский;354054;declined
354216;край Краснодарский, г Сочи, р-н Лазаревский;354054;declined
354217;край Краснодарский, г Сочи, р-н Лазаревский, ул Павлова, дом 89А;354200;declined
354218;край Краснодарский, г Сочи, р-н Лазаревский, ул Лазарева;354200;declined
354297;no such P.O.;;declined
354298;край Краснодарский, г Сочи, р-н Лазаревский, ул Победы, дом 83;354200;declined
354299;край Краснодарский, г Сочи, р-н Лазаревский, ул Победы, дом 83;354200;declined
354346;край Краснодарский, г Сочи, р-н Адлерский, ул Жемчужная, дом 9;354340;declined
354348;край Краснодарский, г Сочи, р-н Адлерский, ул Жемчужная, дом 9;354340;declined
354355;край Краснодарский, г Сочи, тер Аэропорт;354340;declined
354397;no such P.O.;;declined
354398;край Краснодарский, г Сочи, р-н Адлерский, ул Ленина, дом 2;354340;declined
355009;край Ставропольский, г Ставрополь, ул Пушкина, дом 1;355017;declined
355024;край Ставропольский, г Ставрополь, ул Доваторцев, дом 11;355037;declined
355038;край Ставропольский, г Ставрополь, проезд Ботанический, дом 12;355029;declined
355048;край Ставропольский, г Ставрополь, пр-кт Кулакова, дом 51;355035;declined
355700;край Ставропольский, г Ставрополь, ул Тельмана, дом 84;355035;declined
355701;no such P.O.;;declined
355702;no such P.O.;;declined
355710;край Ставропольский, г Ставрополь, ул Пушкина, дом 71;355002;declined
355882;край Ставропольский, г Ставрополь, пр-кт Октябрьской Революции;355035;declined
355895;край Ставропольский, г Ставрополь, ш Старомарьевское, дом 31;355035;declined
355897;no such P.O.;;declined
355898;no such P.O.;;declined
355899;край Ставропольский, г Ставрополь, ш Старомарьевское, дом 31;355035;declined
355901;no such P.O.;;declined
355902;no such P.O.;;declined
355903;no such P.O.;;declined
355904;no such P.O.;;declined
355905;no such P.O.;;declined
355906;no such P.O.;;declined
355907;no such P.O.;;declined
356058;no such P.O.;;declined
356059;край Ставропольский, р-н Красногвардейский, с Красногвардейское, ул Пионерская, дом 1;356030;declined
356127;край Ставропольский, р-н Изобильненский, п Солнечнодольск, ул Школьная, дом 4;356126;declined
356156;край Ставропольский, р-н Изобильненский, г Изобильный, ул Ленина, дом 9;356140;declined
356157;no such P.O.;;declined
356159;край Ставропольский, р-н Изобильненский, г Изобильный, ул Ленина, дом 9;356140;declined
356217;no such P.O.;;declined
356249;край Ставропольский, р-н Шпаковский, г Михайловск, ул Октябрьская, дом 292;356240;declined
356424;край Ставропольский, р-н Благодарненский, г Благодарный, пл Строителей;356422;declined
356436;no such P.O.;;declined
356437;no such P.O.;;declined
356439;край Ставропольский, р-н Благодарненский, г Благодарный, ул Первомайская, дом 59;356420;declined
356536;край Ставропольский, р-н Петровский, г Светлоград, ул Ленина, дом 39;356530;declined
356539;край Ставропольский, р-н Петровский, г Светлоград, ул Ленина, дом 39;356530;declined
356646;край Ставропольский, р-н Ипатовский, г Ипатово, ул Ленинградская, дом 60;356630;declined
356647;no such P.O.;;declined
356649;край Ставропольский, р-н Ипатовский, г Ипатово, ул Ленинградская, дом 60;356630;declined
356808;край Ставропольский, р-н Буденновский, г Буденновск, ул Розы Люксембург, дом 1;356800;declined
356884;край Ставропольский, р-н Нефтекумский, г Нефтекумск, ул 50 лет Пионерии, дом 9;356880;declined
356886;край Ставропольский, р-н Нефтекумский, г Нефтекумск, ул 50 лет Пионерии, дом 9;356880;declined
356889;край Ставропольский, р-н Нефтекумский, г Нефтекумск, мкр 5-й;356880;declined
356894;край Ставропольский, р-н Нефтекумский, аул Ямангой;356876;declined
357126;край Ставропольский, г Невинномысск, ул Гагарина, дом 95;357100;declined
357128;край Ставропольский, г Невинномысск, ул Гагарина, дом 95;357100;declined
357129;край Ставропольский, г Невинномысск, ул Гагарина, дом 95;357100;declined
357130;край Ставропольский, г Невинномысск, б-р Мира, дом 4;357108;declined
357200;край Ставропольский, р-н Минераловодский, г Минеральные Воды, пр-кт 22 Партсъезда, стр. 28;357202;declined
357216;no such P.O.;;declined
357260;край Ставропольский, р-н Минераловодский, г Минеральные Воды, ул Ленина, дом 24;357202;declined
357261;край Ставропольский, р-н Минераловодский, г Минеральные Воды, ул Ленина, дом 24;357202;declined
357262;край Ставропольский, р-н Минераловодский, г Минеральные Воды, ул 50 лет Октября, дом 67;357212;declined
357265;край Ставропольский, р-н Минераловодский, г Минеральные Воды;357201;declined
357270;край Ставропольский, р-н Минераловодский, г Минеральные Воды;357201;declined
357290;край Ставропольский, р-н Минераловодский, г Минеральные Воды, пр-кт 22 Партсъезда, стр. 28;357202;declined
357306;край Ставропольский, р-н Кировский, г Новопавловск, ул Журавко, дом 53;357300;declined
357319;край Ставропольский, р-н Кировский, г Новопавловск, ул Журавко, дом 53;357300;declined
357327;no such P.O.;;declined
357411;край Ставропольский, г Железноводск, ул Лермонтова, дом 2;357400;declined
357516;край Ставропольский, г Пятигорск, пр-кт Кирова;357501;declined
357530;край Ставропольский, г Пятигорск, пр-кт Кирова, дом 52;357501;declined
357539;no such P.O.;;declined
357563;край Ставропольский, г Пятигорск, п Горячеводский, ул Прогресса, дом 73;357560;declined
357567;no such P.O.;;declined
357600;край Ставропольский, г Ессентуки, ул Кисловодская, дом 18;357601;declined
357603;край Ставропольский, г Ессентуки, ул Октябрьская, дом 333;357601;declined
357616;край Ставропольский, г Ессентуки, ул Анджиевского, дом 20;357601;declined
357617;край Ставропольский, г Ессентуки, пл Казачья;357601;declined
357620;край Ставропольский, г Ессентуки, ул Титова, дом 2;357601;declined
357624;край Ставропольский, г Ессентуки, ул Островского, дом 2;357601;declined
357626;край Ставропольский, г Ессентуки, ул Чкалова, дом 2;357623;declined
357632;край Ставропольский, г Ессентуки, ул Пушкина, дом 22;357623;declined
357636;край Ставропольский, г Ессентуки, ул Кисловодская, дом 18;357601;declined
357640;край Ставропольский, р-н Предгорный, ст-ца Ессентукская, ул Гагарина;357350;declined
357701;край Ставропольский, г Кисловодск, ул Есенина, дом 16;357748;declined
357716;край Ставропольский, г Кисловодск, ул Нелюбина, дом 5;357703;declined
357722;край Ставропольский, г Кисловодск, ул Кольцова, дом 20;357700;declined
357739;край Ставропольский, г Кисловодск, проезд Цандера, дом 13;357736;declined
357745;край Ставропольский, г Кисловодск, ул Седлогорская, дом 91;357748;declined
357746;край Ставропольский, г Кисловодск, ул Горького, дом 22;357700;declined
357747;край Ставропольский, г Кисловодск, ул Азербайджанская, дом 17;357736;declined
357749;край Ставропольский, г Кисловодск, пр-кт Первомайский, дом 12;357700;declined
357916;край Ставропольский, р-н Советский, г Зеленокумск, ул 50 лет Октября, дом 25;357912;declined
358002;Респ Калмыкия, г Элиста, ул В.И.Ленина, дом 241;358000;declined
358006;Респ Калмыкия, г Элиста, тер Аэропорт;358007;declined
358012;Респ Калмыкия, г Элиста, пр-кт имени Петра Анацкого, дом 14;358000;declined
358013;Респ Калмыкия, г Элиста, мкр 6, дом 14;358014;declined
358096;Респ Калмыкия, г Элиста, ул Привокзальная, дом 7;358011;declined
358099;Респ Калмыкия, г Элиста, ул Ю.Клыкова, дом 83;358003;declined
358700;Респ Калмыкия, г Элиста, мкр 8, дом 16;358014;declined
358701;no such P.O.;;declined
358710;Респ Калмыкия, г Элиста, пр-кт имени Петра Анацкого, дом 15;358014;declined
358899;Респ Калмыкия, г Элиста, ул Привокзальная, дом 7;358011;declined
358990;Респ Калмыкия, г Элиста, ул Хомутникова, дом 61;358005;declined
359009;Респ Калмыкия, р-н Яшалтинский, с Яшалта, ул Пэрна, дом 69;359010;declined
359016;Респ Калмыкия, р-н Яшалтинский, с Яшалта, ул Пэрна, дом 69;359010;declined
359029;Респ Калмыкия, р-н Яшалтинский, с Яшалта, ул Пэрна, дом 69;359010;declined
359053;Респ Калмыкия, г Элиста, ул Ю.Клыкова, дом 83;358003;declined
359166;Респ Калмыкия, р-н Яшкульский, п Яшкуль, ул Н.К.Лиджиева, дом 1а;359150;declined
359169;Респ Калмыкия, р-н Яшкульский, п Яшкуль, ул Н.К.Лиджиева, дом 1а;359150;declined
359411;Респ Калмыкия, р-н Сарпинский, с Садовое, ул Ленина, дом 75;359410;declined
359412;Респ Калмыкия, р-н Сарпинский, с Садовое, ул Деликова, дом 18;359410;declined
359416;Респ Калмыкия, р-н Сарпинский, с Садовое, ул Дорожная, дом 8;359410;declined
359419;Респ Калмыкия, р-н Сарпинский, с Садовое, ул Дорожная, дом 8;359410;declined
360000;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360007;Респ Кабардино-Балкарская, г Нальчик, ул Чайковского, дом 26;360004;declined
360008;Респ Кабардино-Балкарская, г Нальчик, ул Кешокова, дом 100;360001;declined
360011;Респ Кабардино-Балкарская, г Нальчик, ул Ногмова, дом 55;360004;declined
360013;Респ Кабардино-Балкарская, г Нальчик, ул Ахохова, дом 96А;360022;declined
360025;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 9;360001;declined
360033;Респ Кабардино-Балкарская, г Нальчик, ул Горького, дом 17а;360001;declined
360034;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 16;360051;declined
360036;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360099;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360700;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360701;no such P.O.;;declined
360710;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360861;Респ Кабардино-Балкарская, р-н Черекский, пгт Кашхатау, ул Мечиева, дом 153;361801;declined
360862;Респ Кабардино-Балкарская, р-н Эльбрусский, г Тырныауз, пр-кт Эльбрусский, дом 43;361624;declined
360899;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
360920;no such P.O.;;declined
360921;no such P.O.;;declined
360922;no such P.O.;;declined
360990;Респ Кабардино-Балкарская, г Нальчик, пр-кт Шогенцукова, дом 14;360051;declined
361036;Респ Кабардино-Балкарская, г Прохладный, ул Ленина, дом 100;361045;declined
361040;Респ Кабардино-Балкарская, г Прохладный, ул Ленина, дом 100;361045;declined
361042;Респ Кабардино-Балкарская, г Прохладный, ул Свободы, дом 178;361045;declined
361051;Респ Кабардино-Балкарская, г Прохладный, ул Строительная, дом 2;361045;declined
361058;no such P.O.;;declined
361059;Респ Кабардино-Балкарская, г Прохладный, ул Привокзальная, дом 2;361041;declined
361090;Респ Кабардино-Балкарская, г Прохладный, ул Ленина, дом 100;361045;declined
361106;Респ Кабардино-Балкарская, р-н Майский, г Майский, ул Ленина, дом 44;361115;declined
361110;Респ Кабардино-Балкарская, р-н Майский, г Майский, ул Ленина, дом 44;361115;declined
361116;Респ Кабардино-Балкарская, р-н Майский, г Майский, ул Ленина;361112;declined
361128;no such P.O.;;declined
361129;Респ Кабардино-Балкарская, р-н Майский, г Майский, ул Ленина, дом 44;361115;declined
361200;Респ Кабардино-Балкарская, р-н Терский, г Терек, ул Ленина, дом 33;361202;declined
361204;Респ Кабардино-Балкарская, р-н Терский, г Терек, ул Бесланеева, дом 20;361203;declined
361226;Респ Кабардино-Балкарская, р-н Терский, г Терек, ул Ленина, дом 33;361202;declined
361228;no such P.O.;;declined
361229;Респ Кабардино-Балкарская, р-н Терский, г Терек, ул Ленина, дом 33;361202;declined
361230;Респ Кабардино-Балкарская, р-н Терский, г Терек, ул Канкошева, дом 33;361201;declined
361316;Респ Кабардино-Балкарская, р-н Урванский, г Нарткала, ул Ахметова М.Х., дом 33;361333;declined
361328;no such P.O.;;declined
361329;Респ Кабардино-Балкарская, р-н Урванский, г Нарткала, ул Ленина, дом 74;361336;declined
361330;Респ Кабардино-Балкарская, р-н Урванский, г Нарткала, ул Ахметова М.Х., дом 33;361333;declined
361337;Респ Кабардино-Балкарская, р-н Урванский, г Нарткала, ул Гурфова, дом 83;361333;declined
361351;Респ Кабардино-Балкарская, р-н Лескенский, с Анзорей, ул Хамгокова, дом 32;361350;declined
361400;Респ Кабардино-Балкарская, р-н Чегемский, г Чегем, ш Баксанское, дом 2;361401;declined
361404;Респ Кабардино-Балкарская, р-н Чегемский, г Чегем, ул Героя России Кярова А.С., дом 8;361401;declined
